symbol,side,entry_time,exit_time,entry,exit,qty,notional,reason,gross_ret,net_ret,pnl_usdt,equity_after
BTC/USDT:USDT,short,2023-01-18 09:00:00+00:00,2023-01-18 13:30:00+00:00,21231.752800000002,21310.25846677511,0.5992250369928803,12722.597857003691,sl,-0.0036975593826200108,-0.005197559382620011,-66.12645786297078,9335.388328808725
BTC/USDT:USDT,long,2023-01-18 13:30:00+00:00,2023-01-18 13:45:00+00:00,21320.2632,21455.39101083772,0.5314278312302085,11330.181233633226,tp,0.006337999187445263,0.004837999187445263,54.815407601925116,9383.972136732153
ETH/USDT:USDT,long,2023-01-18 14:15:00+00:00,2023-01-18 15:30:00+00:00,1591.798296,1582.3970443014462,4.990809967451311,7944.362801848812,sl,-0.005906057144412082,-0.007406057144412082,-58.836404886433975,9320.766332304702
ETH/USDT:USDT,short,2023-01-18 15:45:00+00:00,2023-01-18 16:15:00+00:00,1548.44025,1525.4989369684636,3.1252876615052227,4839.321207903063,tp,0.01481575606907437,0.013315756069074371,64.43922074433553,9379.784855751444
BTC/USDT:USDT,short,2023-01-18 16:00:00+00:00,2023-01-18 16:15:00+00:00,20865.326100000002,20567.1936278779,0.240422413548998,5016.492060448902,tp,0.014288416614878719,0.01278841661487872,64.15299041425192,9443.937846165696
SOL/USDT:USDT,short,2023-01-18 17:00:00+00:00,2023-01-18 22:00:00+00:00,22.14557,21.059128563451367,66.86570789357421,1480.7792147567002,tp,0.04905908660506966,0.04755908660506966,70.42450691760095,9511.471637307735
BTC/USDT:USDT,short,2023-01-18 18:15:00+00:00,2023-01-19 06:15:00+00:00,20984.802200000002,20826.5,0.17989531728363917,3775.0676499034093,time,0.007543659382217188,0.006043659382217188,22.81522302084333,9531.505349422556
SOL/USDT:USDT,long,2023-01-19 06:15:00+00:00,2023-01-19 09:00:00+00:00,21.434286,21.179739695311117,187.2253726305778,4013.0421834203767,sl,-0.011875660550992153,-0.013375660550992152,-53.67709002224335,9475.621086199431
ETH/USDT:USDT,short,2023-01-18 22:00:00+00:00,2023-01-19 10:00:00+00:00,1519.5960200000002,1528.0,3.328050672576722,5057.292556405911,time,-0.005530404060942341,-0.00703040406094234,-35.554810125929585,9437.58989557942
SOL/USDT:USDT,short,2023-01-19 09:00:00+00:00,2023-01-19 10:15:00+00:00,21.210757,21.433949282486758,212.27483720817443,4502.509989237146,sl,-0.01052259862704366,-0.012022598627043659,-54.13187041485288,9383.458025164568
SOL/USDT:USDT,short,2023-01-19 12:15:00+00:00,2023-01-19 12:45:00+00:00,21.035792,20.70455611506344,217.91251983837347,4583.962441515898,tp,0.01574629968467842,0.01424629968467842,65.30450268514565,9446.24134850688
BTC/USDT:USDT,long,2023-01-19 14:45:00+00:00,2023-01-19 15:00:00+00:00,20790.6573,20903.50549981435,0.6439038913164159,13387.185138496048,tp,0.005427832231853039,0.003927832231853039,52.58261728076877,9491.461013961474
ETH/USDT:USDT,long,2023-01-19 15:00:00+00:00,2023-01-19 17:45:00+00:00,1537.297398,1528.6806730942901,5.507580384556562,8466.78899445464,sl,-0.005605112528597292,-0.007105112528597291,-60.15748856148933,9424.75651946063
BTC/USDT:USDT,long,2023-01-19 18:00:00+00:00,2023-01-19 18:45:00+00:00,20863.1718,20988.35687331325,0.5791275681195894,12082.437947795197,tp,0.0060002896258204,0.0045002896258204,54.37447015108145,9472.485648740425
SOL/USDT:USDT,long,2023-01-19 15:45:00+00:00,2023-01-19 19:15:00+00:00,21.064211999999998,21.511472140127214,163.16101300199927,3436.8581680088687,tp,0.021233176922413072,0.01973317692241307,67.82013028655948,9540.305779026985
BTC/USDT:USDT,long,2023-01-19 20:45:00+00:00,2023-01-19 21:00:00+00:00,21081.2154,20992.5663307829,0.5378381763515327,11338.282446009849,sl,-0.0042051213620775945,-0.005705121362077594,-64.68627739200018,9464.848411859777
SOL/USDT:USDT,long,2023-01-19 21:15:00+00:00,2023-01-20 00:00:00+00:00,21.499299,21.257601425917496,195.79940857471976,4209.550028971064,sl,-0.011242114176955465,-0.012742114176955465,-53.63856710275549,9408.894592241088
SOL/USDT:USDT,short,2023-01-20 00:00:00+00:00,2023-01-20 01:45:00+00:00,21.190761000000002,21.419062391891874,206.06301420836994,4366.632085029172,sl,-0.010773628747541059,-0.012273628747541059,-53.5944210887492,9352.898523505572
SOL/USDT:USDT,long,2023-01-20 02:00:00+00:00,2023-01-20 04:30:00+00:00,21.444288,21.21221431466515,201.5070883631344,4321.176036900502,sl,-0.010822167904798235,-0.012322167904798235,-53.2462566728786,9297.275620012397
ETH/USDT:USDT,long,2023-01-19 19:45:00+00:00,2023-01-20 07:15:00+00:00,1550.76009,1541.7887148952934,5.317081087169093,8245.51714527564,sl,-0.005785147014395094,-0.007285147014395093,-60.06980461304838,9237.205815399348
SOL/USDT:USDT,long,2023-01-20 17:00:00+00:00,2023-01-20 17:45:00+00:00,22.074414,22.407959450739707,212.89450854229466,4699.521519889149,tp,0.015110047801935126,0.013610047801935126,63.96071253191414,9292.675301223257
ETH/USDT:USDT,long,2023-01-20 18:00:00+00:00,2023-01-20 18:30:00+00:00,1592.078352,1582.9159192197574,5.071074202727838,8073.547459548651,sl,-0.005755013733295599,-0.007255013733295599,-58.57369769543926,9229.661152425066
BTC/USDT:USDT,long,2023-01-20 17:00:00+00:00,2023-01-20 19:45:00+00:00,21346.7685,21488.010101799362,0.5030771985307844,10739.072494665194,tp,0.00661653316750794,0.005116533167507939,54.94682060722669,9284.607973032293
SOL/USDT:USDT,long,2023-01-20 19:45:00+00:00,2023-01-20 20:00:00+00:00,23.284656000000002,23.77325607686489,146.17284096491713,3403.5843184108035,tp,0.0209837790545365,0.0194837790545365,66.3146848534013,9349.050686510569
ETH/USDT:USDT,long,2023-01-20 20:30:00+00:00,2023-01-20 22:15:00+00:00,1633.836702,1656.9663900375256,3.109241006404576,5079.992071627214,tp,0.014156670620272007,0.012656670620272007,64.29578640417888,9407.640515702618
BTC/USDT:USDT,long,2023-01-20 21:45:00+00:00,2023-01-20 22:15:00+00:00,22308.9609,22611.89680084184,0.2373250646017181,5294.475586789703,tp,0.013579112994090337,0.012079112994090337,63.95256885728556,9471.593084559903
SOL/USDT:USDT,long,2023-01-20 22:15:00+00:00,2023-01-21 00:00:00+00:00,25.185036,24.604623698272142,81.59366243929922,2054.9393259055987,sl,-0.023045919081785618,-0.02454591908178562,-50.44037441165791,9420.022493518998
ETH/USDT:USDT,long,2023-01-21 00:15:00+00:00,2023-01-21 02:45:00+00:00,1662.08235,1646.332024963685,2.9895507660168565,4968.879562625597,sl,-0.009476260328686458,-0.010976260328686458,-54.53971562126826,9360.006656085263
SOL/USDT:USDT,long,2023-01-21 02:45:00+00:00,2023-01-21 07:45:00+00:00,24.914982,25.722469565181044,89.1655231675463,2221.5574047399987,tp,0.03240971898679458,0.03090971898679458,68.66771509354602,9427.452514606202
BTC/USDT:USDT,long,2023-01-21 00:15:00+00:00,2023-01-21 09:30:00+00:00,22586.5164,22914.654783108144,0.22082668538269207,4987.705550953815,tp,0.014528065209212338,0.013028065209212339,64.98015316217665,9492.432667768378
SOL/USDT:USDT,long,2023-01-21 09:45:00+00:00,2023-01-21 10:00:00+00:00,25.460091,26.036103180625613,126.76591795277807,3227.4718067762633,tp,0.022624121045977975,0.021124121045977974,68.17750511882302,9558.835063393475
ETH/USDT:USDT,short,2023-01-21 10:45:00+00:00,2023-01-21 12:15:00+00:00,1641.431648,1656.7521957795784,3.1196126930053243,5120.631003801447,sl,-0.009333649560276066,-0.010833649560276066,-55.475121822669536,9499.496970106118
SOL/USDT:USDT,short,2023-01-21 11:15:00+00:00,2023-01-21 16:00:00+00:00,25.164966000000003,25.79681772139554,75.61915551353964,1902.9534774469378,sl,-0.025108387644773217,-0.026608387644773218,-50.63452379787733,9445.920639802565
BTC/USDT:USDT,long,2023-01-21 12:15:00+00:00,2023-01-21 17:00:00+00:00,22996.5984,23310.771822197235,0.23258827276078547,5348.739101229443,tp,0.01366173451971212,0.012161734519712121,65.0499449643561,9507.364196430593
SOL/USDT:USDT,long,2023-01-21 17:00:00+00:00,2023-01-21 17:45:00+00:00,25.660131,25.175438817245798,98.07631043692722,2516.6509738082195,sl,-0.018888920822508735,-0.020388920822508736,-51.3117974428653,9454.668240952133
SOL/USDT:USDT,short,2023-01-21 18:15:00+00:00,2023-01-21 19:00:00+00:00,25.259947,25.699189673460754,107.62465502793299,2718.593081898871,sl,-0.0173888992506894,-0.0188888992506894,-51.35123082760897,9401.82178392948
BTC/USDT:USDT,long,2023-01-21 19:00:00+00:00,2023-01-21 21:00:00+00:00,23216.6424,23037.382929288255,0.2622405875293434,6088.345943434666,sl,-0.007721162587736888,-0.009221162587736888,-56.141627834799394,9342.33156582579
ETH/USDT:USDT,long,2023-01-21 16:00:00+00:00,2023-01-21 22:45:00+00:00,1654.610856,1642.6929387405764,3.9629074586558377,6557.0697024153205,sl,-0.0072028520882759005,-0.008702852088275901,-57.065207752635814,9281.391369737663
BTC/USDT:USDT,short,2023-01-21 21:00:00+00:00,2023-01-21 22:45:00+00:00,23113.3764,22877.617766223182,0.30482060324425125,7045.433337259441,tp,0.010200094944883036,0.008700094944883037,61.29593896200129,9342.687308699664
ETH/USDT:USDT,short,2023-01-21 22:45:00+00:00,2023-01-21 23:00:00+00:00,1628.1443060000001,1639.1012361024634,4.263369037372655,6941.38002257499,sl,-0.006729704524399371,-0.00822970452439937,-57.1255065773608,9279.81693525892
SOL/USDT:USDT,short,2023-01-21 22:45:00+00:00,2023-01-21 23:00:00+00:00,24.775044,25.10521233266013,141.4258822832133,3503.8324563054302,sl,-0.013326649698790816,-0.014826649698790816,-51.95009643289439,9227.866838826025
BTC/USDT:USDT,short,2023-01-22 00:45:00+00:00,2023-01-22 02:30:00+00:00,22869.4252,22605.734741795022,0.2691928693631884,6156.28619027481,tp,0.011530261731500764,0.010030261731500765,61.749161782480066,9282.565819549947
ETH/USDT:USDT,short,2023-01-22 01:00:00+00:00,2023-01-22 02:30:00+00:00,1628.77418,1611.4265490513685,4.090330573195718,6662.224825285785,tp,0.01065072811298579,0.009150728112985791,60.96420800377449,9343.530027553721
SOL/USDT:USDT,short,2023-01-22 02:30:00+00:00,2023-01-22 03:00:00+00:00,24.790041000000002,25.160893584765052,125.97364035460647,3122.8917093099494,sl,-0.014959740678325215,-0.016459740678325216,-51.40198770173354,9290.410449411867
SOL/USDT:USDT,long,2023-01-22 04:00:00+00:00,2023-01-22 12:00:00+00:00,25.030005,24.698169265524832,139.98508123463,3503.827283228195,sl,-0.013257517706255623,-0.014757517706255623,-51.70779317190162,9232.332825098094
ETH/USDT:USDT,short,2023-01-22 04:45:00+00:00,2023-01-22 12:45:00+00:00,1625.9547440000001,1635.3031251545708,4.967963538727071,8077.683883812309,sl,-0.0057494719266126685,-0.007249471926612669,-58.55894254774893,9166.747917110426
BTC/USDT:USDT,short,2023-01-22 12:00:00+00:00,2023-01-22 12:45:00+00:00,22737.9515,22820.11699440231,0.5618132582452096,12774.482618036549,sl,-0.003613583853510739,-0.005113583853510739,-65.3233880525453,9101.42452905788
BTC/USDT:USDT,long,2023-01-22 13:15:00+00:00,2023-01-22 14:45:00+00:00,22907.0805,23041.66408628936,0.520204282306058,11916.361371229596,tp,0.00587519593731546,0.00437519593731546,52.13641585898661,9144.29697673302
SOL/USDT:USDT,long,2023-01-22 14:15:00+00:00,2023-01-22 15:15:00+00:00,25.190036999999997,24.95755270061424,195.60182245280933,4927.217144853697,sl,-0.009229216272519035,-0.010729216272519035,-52.86517836879907,9091.431798364221
ETH/USDT:USDT,long,2023-01-22 15:30:00+00:00,2023-01-22 17:15:00+00:00,1636.167168,1652.3130195393983,4.331396865999801,7086.889343726969,tp,0.009868094076924013,0.008368094076924014,59.30375674105756,9142.37902049136
BTC/USDT:USDT,short,2023-01-22 15:45:00+00:00,2023-01-22 17:30:00+00:00,22784.9421,22912.6488905866,0.35579682049338074,8106.809954305773,sl,-0.005604876678031971,-0.00710487667803197,-57.59788497758451,9082.43593810068
SOL/USDT:USDT,long,2023-01-22 17:15:00+00:00,2023-01-22 18:45:00+00:00,25.155029999999996,24.885357072923327,169.50865479151582,4263.9952965402235,sl,-0.010720437506004548,-0.012220437506004548,-52.10788804726713,9025.61253908241
BTC/USDT:USDT,long,2023-01-22 17:30:00+00:00,2023-01-22 19:00:00+00:00,22900.0791,22778.783999134757,0.3743941788791299,8573.656310911623,sl,-0.005296710999799197,-0.0067967109997991975,-58.27266415687084,8964.765604613547
BTC/USDT:USDT,short,2023-01-22 19:30:00+00:00,2023-01-22 19:45:00+00:00,22837.4316,22680.80486820562,0.44028075303669845,10054.881582272094,tp,0.006858333920281054,0.005358333920281054,53.8774130466978,9013.112832789995
SOL/USDT:USDT,short,2023-01-22 18:45:00+00:00,2023-01-22 20:00:00+00:00,24.950008999999998,24.579914542351936,187.5947810820619,4680.491476350474,tp,0.014833439845575272,0.013333439845575272,62.40705154764684,9075.519884337642
ETH/USDT:USDT,short,2023-01-22 21:00:00+00:00,2023-01-22 21:30:00+00:00,1613.3172720000002,1625.1961093889277,3.820037090833979,6162.931818323093,sl,-0.007362989038232661,-0.008862989038232662,-54.621997149172856,9017.50827468839
BTC/USDT:USDT,short,2023-01-22 21:45:00+00:00,2023-01-22 23:00:00+00:00,22585.482,22746.489942692577,0.2800330258211585,6324.680864089311,sl,-0.007128824733188194,-0.008628824733188194,-54.57456266957593,8957.817275668669
SOL/USDT:USDT,short,2023-01-22 22:00:00+00:00,2023-01-23 01:15:00+00:00,24.185162000000002,24.551197666842885,123.13048312969886,2977.930681630034,sl,-0.015134720488656774,-0.016634720488656773,-49.53704452351076,8904.313937378138
SOL/USDT:USDT,long,2023-01-23 01:15:00+00:00,2023-01-23 07:15:00+00:00,24.674934,24.374389611431162,148.13641971123772,3655.2563793710897,sl,-0.012180149643716895,-0.013680149643716895,-50.00445425594732,8852.299092113535
SOL/USDT:USDT,short,2023-01-23 07:15:00+00:00,2023-01-23 08:15:00+00:00,24.515096,24.152024965209584,187.55175124388862,4597.849186712049,tp,0.014810100469947806,0.013310100469947806,61.19783462080519,8910.96810968165
BTC/USDT:USDT,long,2023-01-22 23:30:00+00:00,2023-01-23 10:45:00+00:00,22729.545,22946.728786786938,0.31727178052895183,7211.443212762934,tp,0.009555131296598322,0.008055131296598322,58.08912191676826,8966.455579305108
SOL/USDT:USDT,long,2023-01-23 10:00:00+00:00,2023-01-23 13:30:00+00:00,24.584915999999996,24.35334879238305,192.4056562538409,4730.276896925552,sl,-0.009419076624746156,-0.010919076624746156,-51.650255893796576,8914.80532341131
SOL/USDT:USDT,short,2023-01-23 13:30:00+00:00,2023-01-23 13:45:00+00:00,24.39512,24.032926534072903,189.3336904606261,4618.818098829828,tp,0.014846963897988433,0.013346963897988433,61.647198416457286,8973.91217187341
ETH/USDT:USDT,short,2023-01-23 14:45:00+00:00,2023-01-23 15:00:00+00:00,1598.03033,1612.3224744183447,3.1394561617901764,5016.946166246089,sl,-0.0089436002246244,-0.0104436002246244,-52.39498010873618,8918.757871373238
SOL/USDT:USDT,short,2023-01-23 15:45:00+00:00,2023-01-23 17:45:00+00:00,24.165166000000003,24.53894333380816,119.30576127378072,2883.043525937283,sl,-0.015467608780678628,-0.016967608780678628,-48.91835464577211,8865.185800295747
ETH/USDT:USDT,short,2023-01-23 17:00:00+00:00,2023-01-23 18:00:00+00:00,1617.87636,1630.8077082007972,3.4478896009018842,5578.259077188993,sl,-0.007992791365588144,-0.009492791365588144,-52.953249602953356,8810.426259721076
SOL/USDT:USDT,long,2023-01-23 17:45:00+00:00,2023-01-23 19:00:00+00:00,24.689936999999997,24.356700314212915,133.0163541171465,3284.1654031220373,sl,-0.013496862539061226,-0.014996862539061226,-49.25217710616179,8757.950540943313
ETH/USDT:USDT,long,2023-01-23 18:00:00+00:00,2023-01-23 19:00:00+00:00,1633.3366019999999,1621.060174028244,3.588350894898386,5860.984857456989,sl,-0.0075161653493367115,-0.009016165349336712,-52.84360858479087,8705.106932358522
ETH/USDT:USDT,short,2023-01-23 20:00:00+00:00,2023-01-23 21:00:00+00:00,1623.845166,1636.3753976293467,3.472941820545136,5639.519787091459,sl,-0.007716395560182765,-0.009216395560182765,-51.976045127312574,8648.275308324864
SOL/USDT:USDT,short,2023-01-23 19:45:00+00:00,2023-01-23 22:15:00+00:00,24.175164,24.50514240086791,131.90419296327093,3188.8054971747206,sl,-0.01364947931140868,-0.015149479311408679,-48.308742907554695,8596.549550611297
SOL/USDT:USDT,long,2023-01-23 22:15:00+00:00,2023-01-24 00:00:00+00:00,24.494898,24.22782788819984,160.94181210819758,3942.2532715254647,sl,-0.01090309140295905,-0.01240309140295905,-48.89612766034468,8545.485183651614
SOL/USDT:USDT,short,2023-01-24 00:30:00+00:00,2023-01-24 01:45:00+00:00,24.300139,24.549310933535725,171.47768334884404,4166.931540774895,sl,-0.010253930380222263,-0.011753930380222263,-48.97782322942041,8494.215548074766
SOL/USDT:USDT,long,2023-01-24 02:00:00+00:00,2023-01-24 04:45:00+00:00,25.010001,24.705892834657856,139.65780133720153,3492.8417511012117,sl,-0.012159462342370276,-0.013659462342370275,-47.71034036702565,8444.584144744635
ETH/USDT:USDT,long,2023-01-23 21:00:00+00:00,2023-01-24 09:00:00+00:00,1633.536642,1628.8,3.8032536479536283,6212.75419275242,time,-0.0028996239681534333,-0.004399623968153433,-27.33378225467928,8417.250362489955
ETH/USDT:USDT,short,2023-01-24 15:00:00+00:00,2023-01-24 21:45:00+00:00,1617.22649,1603.0577265329869,4.5697763154987605,7390.363310799193,tp,0.008761149755228874,0.007261149755228874,53.66253474526201,8464.673777098365
SOL/USDT:USDT,short,2023-01-24 17:00:00+00:00,2023-01-24 21:45:00+00:00,24.300139,23.902357051309757,162.69419213931437,3953.4914834780466,tp,0.01636953388168869,0.01486953388168869,58.78657556454449,8523.46035266291
ETH/USDT:USDT,short,2023-01-24 23:45:00+00:00,2023-01-25 01:15:00+00:00,1555.38886,1529.461273902078,2.528776855209197,3933.231350018218,tp,0.016669520249696358,0.015169520249696358,59.665232610841905,8579.824240409867
BTC/USDT:USDT,short,2023-01-25 01:15:00+00:00,2023-01-25 02:00:00+00:00,22376.0239,22543.300348317254,0.2564564326514602,5738.475266317813,sl,-0.007475700288166662,-0.008975700288166662,-51.50683410152606,8525.161244911866
SOL/USDT:USDT,short,2023-01-24 23:45:00+00:00,2023-01-25 06:30:00+00:00,22.770445,23.239303561244707,90.87278957643832,2069.213857046862,sl,-0.020590663082987994,-0.022090663082987995,-45.71030616267231,8476.533790224958
ETH/USDT:USDT,short,2023-01-25 03:15:00+00:00,2023-01-25 06:45:00+00:00,1543.961146,1556.369469897288,3.4352589904488577,5303.906407700222,sl,-0.008036681447220693,-0.009536681447220693,-50.58166583610966,8419.76257414453
BTC/USDT:USDT,long,2023-01-25 06:30:00+00:00,2023-01-25 09:00:00+00:00,22727.0445,22641.452167618376,0.4951689920325614,11253.727716944168,sl,-0.003766100443972121,-0.0052661004439721205,-59.26326052654104,8358.193336492404
SOL/USDT:USDT,long,2023-01-25 06:45:00+00:00,2023-01-25 09:15:00+00:00,23.274653999999998,23.040952888710628,180.13954935197367,4192.685682883111,sl,-0.010041013339634202,-0.011541013339634202,-48.387841395047325,8309.805495097356
SOL/USDT:USDT,short,2023-01-25 09:45:00+00:00,2023-01-25 10:45:00+00:00,23.030393,23.223692708678172,214.94614637346666,4950.294224816462,sl,-0.008393244035313328,-0.009893244035313328,-48.97446881271147,8252.00218623998
BTC/USDT:USDT,short,2023-01-25 10:00:00+00:00,2023-01-25 10:45:00+00:00,22529.4932,22613.78070167986,0.49278259930075524,11102.14222002469,sl,-0.003741207178147297,-0.005241207178147297,-58.18862749640557,8193.813558743575
SOL/USDT:USDT,long,2023-01-25 11:15:00+00:00,2023-01-25 11:30:00+00:00,23.249649,23.0650665190815,221.95534261893008,5160.383809564865,sl,-0.007939151292929212,-0.009439151292929212,-48.70964350806517,8142.26570414025
BTC/USDT:USDT,long,2023-01-25 12:00:00+00:00,2023-01-25 13:30:00+00:00,22735.5462,22645.45462196803,0.45188828312291657,10273.92693817975,sl,-0.003962586921794301,-0.005462586921794301,-56.12221892797086,8080.492825396281
SOL/USDT:USDT,long,2023-01-25 13:30:00+00:00,2023-01-25 14:15:00+00:00,24.084815999999996,23.74413944359314,118.59478842075215,2856.3336576727456,sl,-0.014144868551491325,-0.015644868551491324,-44.686964613490524,8028.500690896684
BTC/USDT:USDT,short,2023-01-25 14:00:00+00:00,2023-01-25 14:30:00+00:00,22594.9801,22460.297062457597,0.46142078292757477,10425.793407974972,tp,0.005960750438651784,0.0044607504386517845,46.50686251791724,8075.007553414602
ETH/USDT:USDT,short,2023-01-25 14:45:00+00:00,2023-01-25 15:00:00+00:00,1536.152708,1522.5901801291097,4.579931065203127,7035.473508265108,tp,0.008828892987174512,0.007328892987174512,51.56223245617621,8121.36306263593
SOL/USDT:USDT,short,2023-01-25 14:45:00+00:00,2023-01-25 16:00:00+00:00,23.085382,23.46856303628319,105.31755591657303,2431.2960096404486,sl,-0.016598427363393432,-0.018098427363393434,-44.00263422938596,8077.360428406544
BTC/USDT:USDT,long,2023-01-25 16:15:00+00:00,2023-01-25 17:15:00+00:00,22657.5306,22537.596226301095,0.33674084331673215,7629.7159617186635,sl,-0.00529335591844696,-0.00679335591844696,-51.831376084610724,8017.727835280336
BTC/USDT:USDT,short,2023-01-25 17:30:00+00:00,2023-01-25 18:45:00+00:00,22550.489,22661.592722432968,0.3608217465493902,8136.706826522812,sl,-0.004926887502659769,-0.006426887502659769,-52.29369941618589,7960.958947109563
ETH/USDT:USDT,long,2023-01-25 16:45:00+00:00,2023-01-25 20:00:00+00:00,1549.039746,1563.7166913513577,4.231211652205143,6554.315023004096,tp,0.009474866858166302,0.007974866858166303,52.269789654936865,8011.571340089481
SOL/USDT:USDT,long,2023-01-25 18:45:00+00:00,2023-01-25 20:00:00+00:00,23.774753999999998,24.2578954409551,126.74993398607504,3013.4485000351733,tp,0.020321616827459147,0.018821616827459146,56.71797299694354,8068.289313086425
BTC/USDT:USDT,long,2023-01-25 20:00:00+00:00,2023-01-25 20:15:00+00:00,22920.5832,22812.79865928349,0.374278595958727,8578.683698651186,sl,-0.004702521736729255,-0.006202521736729255,-53.2094721134089,8010.3615649387575
ETH/USDT:USDT,long,2023-01-25 22:00:00+00:00,2023-01-25 22:45:00+00:00,1619.6538659999999,1603.0735186401166,2.4156193447189507,3912.4672104584347,sl,-0.010236969582168283,-0.011736969582168282,-45.92050864038144,7961.155269548615
SOL/USDT:USDT,long,2023-01-25 22:00:00+00:00,2023-01-25 22:45:00+00:00,24.824964,24.34282685059413,83.04908383269529,2061.6905163796428,sl,-0.019421464192490766,-0.020921464192490767,-43.13358431443449,7918.021685234181
ETH/USDT:USDT,long,2023-01-26 00:45:00+00:00,2023-01-26 02:30:00+00:00,1629.6258599999999,1612.281625396101,2.282085015990737,3718.9447567770185,sl,-0.010643077671766293,-0.012143077671766292,-45.15943503855134,7868.9987260223825
SOL/USDT:USDT,long,2023-01-26 02:30:00+00:00,2023-01-26 03:00:00+00:00,24.694938,25.239478938091885,111.1592447815695,2745.070658007682,tp,0.022050710882201226,0.020550710882201225,56.41315344392975,7923.902090604408
ETH/USDT:USDT,long,2023-01-26 04:30:00+00:00,2023-01-26 06:15:00+00:00,1618.57365,1608.6687966154063,4.000009784561512,6474.31043703344,sl,-0.006119495016240816,-0.007619495016240816,-49.3309761085722,7871.010243755468
BTC/USDT:USDT,long,2023-01-25 23:15:00+00:00,2023-01-26 11:15:00+00:00,23108.1207,22955.5,0.1430512109592339,3305.6446491271395,time,-0.0066046348805854855,-0.008104634880585486,-26.791042926136583,7842.624252509443
BTC/USDT:USDT,short,2023-01-26 11:15:00+00:00,2023-01-26 12:15:00+00:00,22950.908900000002,23047.411030321924,0.4063446178000009,9325.97830513314,sl,-0.004204719331264561,-0.005704719331264561,-53.202088720246934,7784.292875721373
BTC/USDT:USDT,long,2023-01-26 13:15:00+00:00,2023-01-26 13:30:00+00:00,23069.613,22973.95948382334,0.40690050856805776,9387.037262168276,sl,-0.004146299124162264,-0.005646299124162264,-53.00202027185928,7726.127984955321
SOL/USDT:USDT,short,2023-01-26 06:15:00+00:00,2023-01-26 13:45:00+00:00,24.44511,24.77685818221776,118.62928970909748,2899.906036160756,sl,-0.0135711470399504,-0.015071147039950399,-43.70491027301847,7678.866565460868
