symbol,side,entry_time,exit_time,entry,exit,qty,notional,reason,gross_ret,net_ret,pnl_usdt,equity_after
SOL/USDT:USDT,short,2023-01-19 13:00:00+00:00,2023-01-19 15:00:00+00:00,20.590881,21.149294942714445,89.53931156688256,1843.6933092956024,trail,-0.027119477923962798,-0.0286194779239628,-52.76553996394341,9946.220428715944
SOL/USDT:USDT,long,2023-01-19 19:00:00+00:00,2023-01-20 00:00:00+00:00,21.449289,21.070693800518008,80.95490845691464,1736.4252274609062,trail,-0.017650710915498993,-0.019150710915498994,-33.253777557483396,9912.011617283357
SOL/USDT:USDT,long,2023-01-20 19:30:00+00:00,2023-01-20 22:00:00+00:00,23.229645,24.655338337372104,68.39061681101416,1588.689749850891,trail,0.06137387538088088,0.059873875380880875,95.12101210145507,10006.258850022394
BTC/USDT:USDT,long,2023-01-20 22:15:00+00:00,2023-01-21 10:15:00+00:00,22563.0117,22810.46300579894,0.09916278652537114,2237.411112576551,trail,0.010967122168311534,0.009467122168311535,21.181844343500043,10026.210118253977
ETH/USDT:USDT,short,2023-01-21 10:15:00+00:00,2023-01-21 15:30:00+00:00,1633.463242,1666.13159472823,1.5345447934982537,2506.622513381878,trail,-0.019999441608634646,-0.021499441608634647,-53.8909843613427,9970.940491510275
BTC/USDT:USDT,short,2023-01-21 22:45:00+00:00,2023-01-22 14:45:00+00:00,22734.4522,23041.539277886655,0.13118302596191195,2982.374233182446,trail,-0.013507564430633416,-0.015007564430633415,-44.758173460746484,9924.542012221278
BTC/USDT:USDT,long,2023-01-22 14:45:00+00:00,2023-01-22 15:15:00+00:00,23001.099299999998,22826.57761655823,0.23526526322800392,5411.359681347956,trail,-0.007587536628815377,-0.009087536628815377,-49.17592931594426,9872.389835080592
ETH/USDT:USDT,short,2023-01-24 21:45:00+00:00,2023-01-24 22:15:00+00:00,1598.6802,1566.1314759633365,2.285119278848512,3653.1749457333954,trail,0.02035974676903082,0.01885974676903082,68.89795437949974,9939.278543239938
SOL/USDT:USDT,short,2023-01-24 22:15:00+00:00,2023-01-25 07:00:00+00:00,22.570485,23.347732763692363,51.35342584308516,1159.071727689966,trail,-0.034436467080453156,-0.03593646708045316,-41.65294298601443,9896.988110803693
SOL/USDT:USDT,long,2023-01-25 12:00:00+00:00,2023-01-25 14:15:00+00:00,23.789756999999998,23.718599424833528,85.85165019956199,2042.3898962965811,trail,-0.002991101387310109,-0.004491101387310108,-9.172580096685724,9886.692216264046
ETH/USDT:USDT,short,2023-01-25 14:45:00+00:00,2023-01-25 18:00:00+00:00,1536.152708,1554.5237918063356,2.4299039998003504,3732.70360947334,trail,-0.011959152049573115,-0.013459152049573115,-50.23902543589207,9834.400203842943
BTC/USDT:USDT,long,2023-01-25 19:45:00+00:00,2023-01-25 21:30:00+00:00,22757.0505,23022.90232484654,0.2189337043921615,4982.2853670044915,trail,0.011682174051797136,0.010182174051797136,50.73049678256171,9882.390443673652
ETH/USDT:USDT,long,2023-01-25 21:30:00+00:00,2023-01-25 22:45:00+00:00,1605.911118,1590.2462209940313,1.6989522650487712,2728.3663313931042,trail,-0.009754523043266376,-0.011254523043266376,-30.706461747135837,9850.18338044425
SOL/USDT:USDT,long,2023-01-26 13:45:00+00:00,2023-01-26 15:45:00+00:00,24.984996,24.29574554536172,71.4557626633242,1785.3219443201042,trail,-0.027586574544109604,-0.029086574544109605,-51.92889981870141,9797.272553556173
ETH/USDT:USDT,long,2023-01-29 01:00:00+00:00,2023-01-29 02:00:00+00:00,1608.5916539999998,1592.36870041482,2.2986098324030073,3697.524592205816,trail,-0.010085190697613659,-0.011585190697613658,-42.836527509820556,9752.40238752064
BTC/USDT:USDT,long,2023-01-29 18:30:00+00:00,2023-01-29 20:45:00+00:00,23714.2419,23691.85576884983,0.2039021041949497,4835.383822798042,trail,-0.0009439952263526258,-0.002443995226352626,-11.817654980501127,9737.9252714376
BTC/USDT:USDT,short,2023-01-30 09:00:00+00:00,2023-01-30 14:45:00+00:00,23290.341,23228.47670164236,0.23078200568195728,5374.991608996723,trail,0.0026562212359895975,0.0011562212359895975,6.214679441587906,9741.183705494239
ETH/USDT:USDT,short,2023-01-30 19:00:00+00:00,2023-01-31 00:45:00+00:00,1548.470244,1573.2350441134133,1.6891223864927125,2615.555753958233,trail,-0.015993074590468673,-0.017493074590468675,-45.7541118995209,9693.99103793004
SOL/USDT:USDT,short,2023-02-01 15:30:00+00:00,2023-02-01 18:45:00+00:00,23.035391999999998,23.074171961570265,105.55948369298002,2431.604086185402,trail,-0.0016834947532156982,-0.0031834947532156984,-7.74099885026908,9684.912656832368
