datetime,ts,open,high,low,close,volume
2025-01-13 20:00:00+00:00,1736798400000,177.53,183.76,176.53,182.75,1244954.6
2025-01-14 00:00:00+00:00,1736812800000,182.75,184.55,181.77,184.1,731657.1
2025-01-14 04:00:00+00:00,1736827200000,184.1,186.85,184.1,185.51,664626.1
2025-01-14 08:00:00+00:00,1736841600000,185.51,190.01,185.5,186.99,1167549.3
2025-01-14 12:00:00+00:00,1736856000000,186.99,190.05,185.53,186.77,1730610.7
2025-01-14 16:00:00+00:00,1736870400000,186.77,187.85,185.65,187.04,847058.4
2025-01-14 20:00:00+00:00,1736884800000,187.04,188.76,185.7,187.44,571159.7
2025-01-15 00:00:00+00:00,1736899200000,187.44,189.66,186.89,189.63,625425.1
2025-01-15 04:00:00+00:00,1736913600000,189.63,190.67,188.21,189.88,436053.5
2025-01-15 08:00:00+00:00,1736928000000,189.88,190.63,185.74,186.87,840053.9
2025-01-15 12:00:00+00:00,1736942400000,186.87,198.0,185.9,196.43,2851268.2
2025-01-15 16:00:00+00:00,1736956800000,196.43,202.27,196.35,201.8,1392511.6
2025-01-15 20:00:00+00:00,1736971200000,201.8,205.95,201.8,205.77,1249823.0
2025-01-16 00:00:00+00:00,1736985600000,205.77,206.2,201.28,201.91,900703.1
2025-01-16 04:00:00+00:00,1737000000000,201.91,203.45,201.44,203.05,358461.2
2025-01-16 08:00:00+00:00,1737014400000,203.05,212.61,198.41,212.6,2981450.2
2025-01-16 12:00:00+00:00,1737028800000,212.6,217.09,205.2,208.96,4430834.9
2025-01-16 16:00:00+00:00,1737043200000,208.96,215.45,208.75,214.12,1884274.8
2025-01-16 20:00:00+00:00,1737057600000,214.12,214.56,208.45,211.02,1016061.0
2025-01-17 00:00:00+00:00,1737072000000,211.02,215.3,209.75,211.03,1262999.6
2025-01-17 04:00:00+00:00,1737086400000,211.03,213.75,210.86,213.21,734392.5
2025-01-17 08:00:00+00:00,1737100800000,213.21,219.62,213.17,218.69,1663156.6
2025-01-17 12:00:00+00:00,1737115200000,218.69,222.11,216.31,218.56,2362167.6
2025-01-17 16:00:00+00:00,1737129600000,218.56,221.95,215.6,217.02,1752928.2
2025-01-17 20:00:00+00:00,1737144000000,217.02,221.14,216.32,219.5,1272178.3
2025-01-18 00:00:00+00:00,1737158400000,219.5,228.72,217.25,220.51,3022963.9
2025-01-18 04:00:00+00:00,1737172800000,220.51,237.97,219.82,232.81,6051715.7
2025-01-18 08:00:00+00:00,1737187200000,232.81,244.88,230.65,238.83,4627342.0
2025-01-18 12:00:00+00:00,1737201600000,238.83,260.18,238.74,257.62,4269662.2
2025-01-18 16:00:00+00:00,1737216000000,257.62,270.72,242.5,255.34,9300694.5
2025-01-18 20:00:00+00:00,1737230400000,255.34,264.7,247.09,261.94,2851315.6
2025-01-19 00:00:00+00:00,1737244800000,261.94,265.0,252.13,255.56,3026783.7
2025-01-19 04:00:00+00:00,1737259200000,255.56,277.92,254.11,271.26,6258384.4
2025-01-19 08:00:00+00:00,1737273600000,271.26,295.6,266.15,286.15,7304250.2
2025-01-19 12:00:00+00:00,1737288000000,286.15,289.8,262.89,270.58,6323393.6
2025-01-19 16:00:00+00:00,1737302400000,270.58,275.33,264.0,269.45,2709400.1
2025-01-19 20:00:00+00:00,1737316800000,269.45,278.18,237.75,252.73,11597302.9
2025-01-20 00:00:00+00:00,1737331200000,252.73,252.93,229.09,241.49,7341643.7
2025-01-20 04:00:00+00:00,1737345600000,241.49,264.51,239.02,261.94,4263935.5
2025-01-20 08:00:00+00:00,1737360000000,261.94,273.19,256.79,260.74,3562689.8
2025-01-20 12:00:00+00:00,1737374400000,260.74,261.72,250.12,253.91,3191843.2
2025-01-20 16:00:00+00:00,1737388800000,253.91,256.62,234.64,246.11,5513185.6
2025-01-20 20:00:00+00:00,1737403200000,246.11,250.92,241.02,241.91,1866043.6
2025-01-21 00:00:00+00:00,1737417600000,241.91,244.9,232.01,237.83,2589612.2
2025-01-21 04:00:00+00:00,1737432000000,237.83,239.12,230.24,236.8,1958838.9
2025-01-21 08:00:00+00:00,1737446400000,236.8,242.15,235.43,239.38,1718270.6
2025-01-21 12:00:00+00:00,1737460800000,239.38,244.72,235.71,240.85,2234935.8
2025-01-21 16:00:00+00:00,1737475200000,240.85,259.98,239.72,253.3,2854419.3
2025-01-21 20:00:00+00:00,1737489600000,253.3,255.88,246.56,250.24,1516010.2
2025-01-22 00:00:00+00:00,1737504000000,250.24,256.85,248.3,254.02,1032994.7
2025-01-22 04:00:00+00:00,1737518400000,254.02,259.74,252.28,258.4,1297230.8
2025-01-22 08:00:00+00:00,1737532800000,258.4,258.83,252.06,257.63,1197626.8
2025-01-22 12:00:00+00:00,1737547200000,257.63,264.84,254.24,257.19,2773117.2
2025-01-22 16:00:00+00:00,1737561600000,257.19,266.21,253.13,265.24,2366050.2
2025-01-22 20:00:00+00:00,1737576000000,265.24,271.95,255.53,257.26,3053516.1
2025-01-23 00:00:00+00:00,1737590400000,257.26,258.35,246.36,248.76,1601618.7
2025-01-23 04:00:00+00:00,1737604800000,248.76,250.55,244.88,249.39,1197305.1
2025-01-23 08:00:00+00:00,1737619200000,249.39,249.82,242.27,244.03,1308008.6
2025-01-23 12:00:00+00:00,1737633600000,244.03,254.59,242.0,249.13,3314734.8
2025-01-23 16:00:00+00:00,1737648000000,249.13,256.27,244.86,246.64,2319994.2
2025-01-23 20:00:00+00:00,1737662400000,246.64,258.39,243.34,252.99,4202158.5
2025-01-24 00:00:00+00:00,1737676800000,252.99,256.35,247.06,252.1,1221558.9
2025-01-24 04:00:00+00:00,1737691200000,252.1,264.26,250.47,259.61,1756244.4
2025-01-24 08:00:00+00:00,1737705600000,259.61,267.14,259.6,266.69,1527110.3
2025-01-24 12:00:00+00:00,1737720000000,266.69,270.19,260.62,262.11,2101044.5
2025-01-24 16:00:00+00:00,1737734400000,262.11,265.41,260.14,261.91,971774.7
2025-01-24 20:00:00+00:00,1737748800000,261.91,262.28,252.57,253.21,1599374.0
2025-01-25 00:00:00+00:00,1737763200000,253.21,253.56,248.02,252.56,1329640.2
2025-01-25 04:00:00+00:00,1737777600000,252.56,252.58,246.25,247.13,839890.9
2025-01-25 08:00:00+00:00,1737792000000,247.13,250.6,246.13,249.82,788765.3
2025-01-25 12:00:00+00:00,1737806400000,249.82,254.49,248.11,253.54,978104.1
2025-01-25 16:00:00+00:00,1737820800000,253.54,260.67,252.91,258.35,1474992.3
2025-01-25 20:00:00+00:00,1737835200000,258.35,259.72,255.48,256.32,722875.9
2025-01-26 00:00:00+00:00,1737849600000,256.32,259.7,253.43,258.28,692871.3
2025-01-26 04:00:00+00:00,1737864000000,258.28,260.0,257.21,258.87,462293.0
2025-01-26 08:00:00+00:00,1737878400000,258.87,258.87,252.7,255.41,828041.8
2025-01-26 12:00:00+00:00,1737892800000,255.41,257.5,253.19,254.46,796412.8
2025-01-26 16:00:00+00:00,1737907200000,254.46,257.49,253.72,256.19,503567.6
2025-01-26 20:00:00+00:00,1737921600000,256.19,256.49,240.11,240.36,2145048.1
2025-01-27 00:00:00+00:00,1737936000000,240.36,242.52,232.64,235.67,2653374.7
2025-01-27 04:00:00+00:00,1737950400000,235.67,235.67,221.8,227.38,3562884.0
2025-01-27 08:00:00+00:00,1737964800000,227.38,227.9,220.76,225.69,2294762.8
2025-01-27 12:00:00+00:00,1737979200000,225.69,237.58,223.53,233.55,3535863.1
2025-01-27 16:00:00+00:00,1737993600000,233.55,235.83,223.8,226.42,2151930.5
2025-01-27 20:00:00+00:00,1738008000000,226.42,237.83,226.35,234.75,1569148.8
2025-01-28 00:00:00+00:00,1738022400000,234.75,237.72,232.87,236.55,1010118.8
2025-01-28 04:00:00+00:00,1738036800000,236.55,243.81,236.53,238.69,1361606.1
2025-01-28 08:00:00+00:00,1738051200000,238.69,239.53,235.32,238.19,1093804.7
2025-01-28 12:00:00+00:00,1738065600000,238.19,240.24,233.64,237.35,1728510.6
2025-01-28 16:00:00+00:00,1738080000000,237.35,237.64,230.17,232.05,1649034.2
2025-01-28 20:00:00+00:00,1738094400000,232.05,232.51,224.94,226.91,1649206.9
