datetime,ts,open,high,low,close,volume
2025-01-13 16:30:00+00:00,1736785800000,3022.76,3036.95,3020.89,3036.48,11124.77
2025-01-13 16:45:00+00:00,1736786700000,3036.48,3040.12,3003.62,3008.5,24674.39
2025-01-13 17:00:00+00:00,1736787600000,3008.5,3028.97,3002.23,3017.19,20261.1
2025-01-13 17:15:00+00:00,1736788500000,3017.19,3029.7,3015.56,3024.21,12016.64
2025-01-13 17:30:00+00:00,1736789400000,3024.21,3035.98,3006.6,3008.42,15180.38
2025-01-13 17:45:00+00:00,1736790300000,3008.42,3019.89,3003.46,3018.99,10866.96
2025-01-13 18:00:00+00:00,1736791200000,3018.99,3032.9,3007.98,3013.0,18983.52
2025-01-13 18:15:00+00:00,1736792100000,3013.0,3013.19,2985.01,2986.66,26255.52
2025-01-13 18:30:00+00:00,1736793000000,2986.66,3016.08,2986.66,2998.1,14447.34
2025-01-13 18:45:00+00:00,1736793900000,2998.1,3014.85,2992.87,3006.29,10728.34
2025-01-13 19:00:00+00:00,1736794800000,3006.29,3024.6,3004.5,3014.13,13968.98
2025-01-13 19:15:00+00:00,1736795700000,3014.13,3016.0,2991.4,3015.67,14535.07
2025-01-13 19:30:00+00:00,1736796600000,3015.67,3031.95,3008.6,3030.54,12415.49
2025-01-13 19:45:00+00:00,1736797500000,3030.54,3036.61,3015.6,3023.53,10468.13
2025-01-13 20:00:00+00:00,1736798400000,3023.53,3028.48,3011.15,3012.39,7467.89
2025-01-13 20:15:00+00:00,1736799300000,3012.39,3029.06,3010.09,3022.5,10693.18
2025-01-13 20:30:00+00:00,1736800200000,3022.5,3058.0,3022.01,3057.84,19495.24
2025-01-13 20:45:00+00:00,1736801100000,3057.84,3103.0,3057.83,3090.0,52601.75
2025-01-13 21:00:00+00:00,1736802000000,3090.0,3109.76,3081.22,3104.43,34330.92
2025-01-13 21:15:00+00:00,1736802900000,3104.43,3109.99,3092.61,3102.47,12189.61
2025-01-13 21:30:00+00:00,1736803800000,3102.47,3119.2,3085.61,3118.44,31641.16
2025-01-13 21:45:00+00:00,1736804700000,3118.44,3118.45,3104.15,3112.82,11975.67
2025-01-13 22:00:00+00:00,1736805600000,3112.82,3131.23,3110.85,3130.5,19856.77
2025-01-13 22:15:00+00:00,1736806500000,3130.5,3142.0,3120.48,3135.07,15955.74
2025-01-13 22:30:00+00:00,1736807400000,3135.07,3138.0,3119.04,3126.48,7812.98
2025-01-13 22:45:00+00:00,1736808300000,3126.48,3131.46,3122.97,3130.75,3243.15
2025-01-13 23:00:00+00:00,1736809200000,3130.75,3138.87,3124.43,3134.4,4691.84
2025-01-13 23:15:00+00:00,1736810100000,3134.4,3139.68,3126.4,3129.57,5372.13
2025-01-13 23:30:00+00:00,1736811000000,3129.57,3136.32,3126.71,3132.51,3128.46
2025-01-13 23:45:00+00:00,1736811900000,3132.51,3137.87,3128.77,3136.39,4110.68
2025-01-14 00:00:00+00:00,1736812800000,3136.39,3138.17,3126.54,3127.0,7375.49
