datetime,ts,open,high,low,close,volume
2025-01-13 17:00:00+00:00,1736787600000,3008.5,3035.98,3002.23,3018.99,58325.08
2025-01-13 18:00:00+00:00,1736791200000,3018.99,3032.9,2985.01,3006.29,70414.72
2025-01-13 19:00:00+00:00,1736794800000,3006.29,3036.61,2991.4,3023.53,51387.67
2025-01-13 20:00:00+00:00,1736798400000,3023.53,3103.0,3010.09,3090.0,90258.06
2025-01-13 21:00:00+00:00,1736802000000,3090.0,3119.2,3081.22,3112.82,90137.36
2025-01-13 22:00:00+00:00,1736805600000,3112.82,3142.0,3110.85,3130.75,46868.64
2025-01-13 23:00:00+00:00,1736809200000,3130.75,3139.68,3124.43,3136.39,17303.11
2025-01-14 00:00:00+00:00,1736812800000,3136.39,3148.15,3124.14,3133.03,28870.15
2025-01-14 01:00:00+00:00,1736816400000,3133.03,3158.72,3132.3,3137.75,35249.24
2025-01-14 02:00:00+00:00,1736820000000,3137.75,3165.79,3130.57,3156.03,26550.8
2025-01-14 03:00:00+00:00,1736823600000,3156.03,3174.8,3153.6,3157.26,16784.52
2025-01-14 04:00:00+00:00,1736827200000,3157.26,3174.4,3157.25,3171.46,15571.66
2025-01-14 05:00:00+00:00,1736830800000,3171.46,3181.4,3158.1,3160.8,26204.63
2025-01-14 06:00:00+00:00,1736834400000,3160.8,3186.91,3156.24,3182.73,25716.97
2025-01-14 07:00:00+00:00,1736838000000,3182.73,3189.15,3169.46,3170.0,19211.2
2025-01-14 08:00:00+00:00,1736841600000,3170.0,3191.87,3168.4,3182.15,27282.21
2025-01-14 09:00:00+00:00,1736845200000,3182.15,3255.84,3176.68,3242.26,87862.66
2025-01-14 10:00:00+00:00,1736848800000,3242.26,3243.4,3219.46,3233.94,55045.03
2025-01-14 11:00:00+00:00,1736852400000,3233.94,3234.09,3209.31,3216.66,27803.8
2025-01-14 12:00:00+00:00,1736856000000,3216.66,3219.22,3179.19,3182.7,45565.37
2025-01-14 13:00:00+00:00,1736859600000,3182.7,3232.35,3177.3,3207.24,104141.54
2025-01-14 14:00:00+00:00,1736863200000,3207.24,3233.0,3185.56,3190.4,68324.5
2025-01-14 15:00:00+00:00,1736866800000,3190.4,3215.32,3185.52,3197.88,33699.83
2025-01-14 16:00:00+00:00,1736870400000,3197.88,3203.0,3170.4,3190.38,46977.67
2025-01-14 17:00:00+00:00,1736874000000,3190.38,3212.0,3182.5,3211.82,31975.85
2025-01-14 18:00:00+00:00,1736877600000,3211.82,3231.71,3205.57,3223.76,32054.59
2025-01-14 19:00:00+00:00,1736881200000,3223.76,3235.11,3211.0,3212.63,21568.68
2025-01-14 20:00:00+00:00,1736884800000,3212.63,3225.29,3193.21,3221.3,32789.13
2025-01-14 21:00:00+00:00,1736888400000,3221.3,3232.59,3210.55,3214.82,25032.24
2025-01-14 22:00:00+00:00,1736892000000,3214.82,3239.57,3212.21,3233.99,13975.87
2025-01-14 23:00:00+00:00,1736895600000,3233.99,3236.78,3221.42,3224.18,12461.57
2025-01-15 00:00:00+00:00,1736899200000,3224.18,3242.36,3215.39,3220.41,26100.47
2025-01-15 01:00:00+00:00,1736902800000,3220.41,3244.38,3216.0,3228.96,39043.82
2025-01-15 02:00:00+00:00,1736906400000,3228.96,3238.71,3203.8,3212.1,30469.68
2025-01-15 03:00:00+00:00,1736910000000,3212.1,3240.84,3206.91,3240.3,19958.87
2025-01-15 04:00:00+00:00,1736913600000,3240.3,3251.25,3220.68,3224.65,28844.67
2025-01-15 05:00:00+00:00,1736917200000,3224.65,3234.22,3213.84,3228.59,12283.31
2025-01-15 06:00:00+00:00,1736920800000,3228.59,3231.95,3214.73,3229.3,16080.09
2025-01-15 07:00:00+00:00,1736924400000,3229.3,3249.68,3228.69,3231.32,23589.59
2025-01-15 08:00:00+00:00,1736928000000,3231.32,3247.52,3228.69,3231.35,22785.22
2025-01-15 09:00:00+00:00,1736931600000,3231.35,3236.9,3195.07,3197.74,34082.92
2025-01-15 10:00:00+00:00,1736935200000,3197.74,3217.11,3196.25,3208.09,23192.25
2025-01-15 11:00:00+00:00,1736938800000,3208.09,3208.89,3185.26,3198.36,28977.97
2025-01-15 12:00:00+00:00,1736942400000,3198.36,3211.52,3185.2,3200.65,29675.11
2025-01-15 13:00:00+00:00,1736946000000,3200.65,3298.56,3200.57,3298.01,181412.91
2025-01-15 14:00:00+00:00,1736949600000,3298.01,3331.16,3273.68,3328.27,104652.46
2025-01-15 15:00:00+00:00,1736953200000,3328.27,3353.24,3324.84,3333.53,86209.88
2025-01-15 16:00:00+00:00,1736956800000,3333.53,3366.56,3333.01,3338.55,54621.3
2025-01-15 17:00:00+00:00,1736960400000,3338.55,3358.52,3322.16,3324.96,40470.51
2025-01-15 18:00:00+00:00,1736964000000,3324.96,3375.1,3324.96,3371.69,31296.68
2025-01-15 19:00:00+00:00,1736967600000,3371.69,3442.5,3367.49,3434.34,103233.92
2025-01-15 20:00:00+00:00,1736971200000,3434.34,3473.63,3430.93,3432.63,105480.73
2025-01-15 21:00:00+00:00,1736974800000,3432.63,3446.71,3424.18,3431.99,36093.05
2025-01-15 22:00:00+00:00,1736978400000,3431.99,3435.0,3417.51,3429.7,25692.87
2025-01-15 23:00:00+00:00,1736982000000,3429.7,3452.78,3419.14,3449.99,35326.71
2025-01-16 00:00:00+00:00,1736985600000,3449.99,3459.76,3387.95,3397.99,77431.46
2025-01-16 01:00:00+00:00,1736989200000,3397.99,3412.64,3391.32,3402.19,21070.46
2025-01-16 02:00:00+00:00,1736992800000,3402.19,3405.08,3380.28,3384.02,24418.76
2025-01-16 03:00:00+00:00,1736996400000,3384.02,3386.81,3345.76,3362.16,52351.27
2025-01-16 04:00:00+00:00,1737000000000,3362.16,3374.39,3361.0,3373.26,17418.24
2025-01-16 05:00:00+00:00,1737003600000,3373.26,3375.81,3364.36,3367.01,11313.26
2025-01-16 06:00:00+00:00,1737007200000,3367.01,3386.74,3361.79,3379.13,19853.16
2025-01-16 07:00:00+00:00,1737010800000,3379.13,3390.49,3377.14,3383.2,14078.42
2025-01-16 08:00:00+00:00,1737014400000,3383.2,3384.73,3302.0,3315.3,78818.49
2025-01-16 09:00:00+00:00,1737018000000,3315.3,3336.91,3298.78,3334.85,67446.39
2025-01-16 10:00:00+00:00,1737021600000,3334.85,3341.51,3327.07,3332.86,20543.0
2025-01-16 11:00:00+00:00,1737025200000,3332.86,3355.3,3320.01,3349.82,48150.85
2025-01-16 12:00:00+00:00,1737028800000,3349.82,3363.99,3340.5,3356.1,41316.34
2025-01-16 13:00:00+00:00,1737032400000,3356.1,3357.84,3306.0,3327.25,78155.92
2025-01-16 14:00:00+00:00,1737036000000,3327.25,3341.89,3263.32,3276.14,123621.12
2025-01-16 15:00:00+00:00,1737039600000,3276.14,3332.39,3268.04,3331.82,83953.63
2025-01-16 16:00:00+00:00,1737043200000,3331.82,3360.62,3329.02,3339.5,89166.44
2025-01-16 17:00:00+00:00,1737046800000,3339.5,3365.49,3329.37,3342.7,43033.23
2025-01-16 18:00:00+00:00,1737050400000,3342.7,3350.37,3308.36,3324.6,41843.79
2025-01-16 19:00:00+00:00,1737054000000,3324.6,3345.43,3317.86,3343.65,28921.56
2025-01-16 20:00:00+00:00,1737057600000,3343.65,3352.87,3324.58,3336.19,29904.69
2025-01-16 21:00:00+00:00,1737061200000,3336.19,3337.13,3309.54,3319.04,27131.67
2025-01-16 22:00:00+00:00,1737064800000,3319.04,3319.04,3267.0,3296.38,60886.5
2025-01-16 23:00:00+00:00,1737068400000,3296.38,3310.9,3288.32,3306.49,26201.99
2025-01-17 00:00:00+00:00,1737072000000,3306.49,3316.87,3306.13,3312.57,19314.95
2025-01-17 01:00:00+00:00,1737075600000,3312.57,3390.47,3312.57,3385.21,90083.05
2025-01-17 02:00:00+00:00,1737079200000,3385.21,3396.76,3353.76,3372.75,61285.2
2025-01-17 03:00:00+00:00,1737082800000,3372.75,3376.74,3357.3,3359.95,19330.08
2025-01-17 04:00:00+00:00,1737086400000,3359.95,3372.29,3344.42,3370.2,24180.56
2025-01-17 05:00:00+00:00,1737090000000,3370.2,3375.0,3358.0,3365.61,30895.46
2025-01-17 06:00:00+00:00,1737093600000,3365.61,3375.0,3363.5,3366.59,14454.24
2025-01-17 07:00:00+00:00,1737097200000,3366.59,3390.12,3360.93,3371.83,25036.07
2025-01-17 08:00:00+00:00,1737100800000,3371.83,3414.13,3371.22,3406.64,53438.36
2025-01-17 09:00:00+00:00,1737104400000,3406.64,3414.35,3399.29,3403.06,29130.39
2025-01-17 10:00:00+00:00,1737108000000,3403.06,3438.68,3401.76,3427.2,45807.3
2025-01-17 11:00:00+00:00,1737111600000,3427.2,3429.99,3415.86,3422.43,22899.16
2025-01-17 12:00:00+00:00,1737115200000,3422.43,3425.52,3399.74,3406.87,40368.9
2025-01-17 13:00:00+00:00,1737118800000,3406.87,3423.38,3394.02,3401.0,47985.93
2025-01-17 14:00:00+00:00,1737122400000,3401.0,3432.91,3400.71,3427.9,83819.35
2025-01-17 15:00:00+00:00,1737126000000,3427.9,3449.97,3402.15,3420.89,105525.01
2025-01-17 16:00:00+00:00,1737129600000,3420.89,3448.12,3410.5,3436.65,58643.33
2025-01-17 17:00:00+00:00,1737133200000,3436.65,3442.47,3405.84,3414.2,48366.93
2025-01-17 18:00:00+00:00,1737136800000,3414.2,3429.32,3409.07,3410.52,21935.37
2025-01-17 19:00:00+00:00,1737140400000,3410.52,3443.3,3410.0,3431.37,41964.58
2025-01-17 20:00:00+00:00,1737144000000,3431.37,3526.02,3424.23,3514.66,158283.24
2025-01-17 21:00:00+00:00,1737147600000,3514.66,3525.7,3465.45,3472.85,73034.33
2025-01-17 22:00:00+00:00,1737151200000,3472.85,3487.24,3466.17,3469.71,25889.76
2025-01-17 23:00:00+00:00,1737154800000,3469.71,3485.0,3461.52,3472.89,35539.0
2025-01-18 00:00:00+00:00,1737158400000,3472.89,3493.8,3467.39,3486.59,25163.26
2025-01-18 01:00:00+00:00,1737162000000,3486.59,3486.77,3454.18,3465.61,31268.26
2025-01-18 02:00:00+00:00,1737165600000,3465.61,3473.96,3446.3,3450.4,21509.83
2025-01-18 03:00:00+00:00,1737169200000,3450.4,3455.29,3366.03,3382.78,112821.75
2025-01-18 04:00:00+00:00,1737172800000,3382.78,3394.11,3348.49,3364.01,77955.1
2025-01-18 05:00:00+00:00,1737176400000,3364.01,3369.85,3288.9,3292.5,116798.59
2025-01-18 06:00:00+00:00,1737180000000,3292.5,3339.32,3290.97,3312.06,68660.98
2025-01-18 07:00:00+00:00,1737183600000,3312.06,3313.63,3278.14,3285.79,67483.87
2025-01-18 08:00:00+00:00,1737187200000,3285.79,3294.16,3250.19,3291.53,91551.68
2025-01-18 09:00:00+00:00,1737190800000,3291.53,3299.8,3251.36,3269.52,52974.3
2025-01-18 10:00:00+00:00,1737194400000,3269.52,3277.09,3225.63,3265.69,106256.64
2025-01-18 11:00:00+00:00,1737198000000,3265.69,3323.13,3247.64,3310.3,84623.53
2025-01-18 12:00:00+00:00,1737201600000,3310.3,3321.32,3272.69,3288.79,52587.32
2025-01-18 13:00:00+00:00,1737205200000,3288.79,3322.65,3278.26,3322.01,50099.9
2025-01-18 14:00:00+00:00,1737208800000,3322.01,3325.87,3287.82,3296.08,40696.92
2025-01-18 15:00:00+00:00,1737212400000,3296.08,3346.38,3283.04,3305.75,131894.51
2025-01-18 16:00:00+00:00,1737216000000,3305.75,3315.25,3252.64,3252.64,117547.61
2025-01-18 17:00:00+00:00,1737219600000,3252.64,3285.54,3251.54,3256.69,42459.06
2025-01-18 18:00:00+00:00,1737223200000,3256.69,3282.99,3248.0,3263.14,39555.59
2025-01-18 19:00:00+00:00,1737226800000,3263.14,3292.44,3259.52,3288.7,28565.66
2025-01-18 20:00:00+00:00,1737230400000,3288.7,3290.54,3256.15,3264.48,30180.51
2025-01-18 21:00:00+00:00,1737234000000,3264.48,3284.86,3261.6,3273.2,19121.7
2025-01-18 22:00:00+00:00,1737237600000,3273.2,3287.52,3270.01,3279.49,11740.46
2025-01-18 23:00:00+00:00,1737241200000,3279.49,3320.0,3277.89,3306.76,40105.66
2025-01-19 00:00:00+00:00,1737244800000,3306.76,3322.23,3297.47,3315.44,34586.4
2025-01-19 01:00:00+00:00,1737248400000,3315.44,3365.32,3312.68,3352.35,64960.64
2025-01-19 02:00:00+00:00,1737252000000,3352.35,3377.58,3346.58,3352.72,34220.05
2025-01-19 03:00:00+00:00,1737255600000,3352.72,3365.56,3331.84,3334.84,42227.69
2025-01-19 04:00:00+00:00,1737259200000,3334.84,3337.46,3275.73,3282.08,93639.22
2025-01-19 05:00:00+00:00,1737262800000,3282.08,3299.85,3257.8,3298.58,63950.95
2025-01-19 06:00:00+00:00,1737266400000,3298.58,3300.23,3281.28,3282.2,23941.41
2025-01-19 07:00:00+00:00,1737270000000,3282.2,3292.67,3261.43,3274.76,34399.49
2025-01-19 08:00:00+00:00,1737273600000,3274.76,3276.79,3214.0,3220.86,99541.99
2025-01-19 09:00:00+00:00,1737277200000,3220.86,3232.48,3142.19,3225.13,220382.42
2025-01-19 10:00:00+00:00,1737280800000,3225.13,3225.93,3172.24,3174.01,62390.55
