datetime,ts,open,high,low,close,volume
2025-01-13 17:00:00+00:00,1736787600000,176.2,178.38,175.44,176.28,352750.5
2025-01-13 18:00:00+00:00,1736791200000,176.28,177.91,174.36,175.93,430348.0
2025-01-13 19:00:00+00:00,1736794800000,175.93,178.62,175.03,177.53,386682.8
2025-01-13 20:00:00+00:00,1736798400000,177.53,182.39,176.53,181.5,439789.0
2025-01-13 21:00:00+00:00,1736802000000,181.5,182.07,180.2,181.78,431512.0
2025-01-13 22:00:00+00:00,1736805600000,181.78,183.39,181.5,183.0,263611.1
2025-01-13 23:00:00+00:00,1736809200000,183.0,183.76,182.55,182.75,110042.5
2025-01-14 00:00:00+00:00,1736812800000,182.75,182.95,181.77,182.3,183417.5
2025-01-14 01:00:00+00:00,1736816400000,182.3,184.1,182.27,182.54,221370.7
2025-01-14 02:00:00+00:00,1736820000000,182.54,184.06,181.95,183.3,212069.9
2025-01-14 03:00:00+00:00,1736823600000,183.3,184.55,183.23,184.1,114799.0
2025-01-14 04:00:00+00:00,1736827200000,184.1,185.9,184.1,185.77,155813.5
2025-01-14 05:00:00+00:00,1736830800000,185.77,186.59,184.68,185.13,226473.6
2025-01-14 06:00:00+00:00,1736834400000,185.13,186.85,185.13,186.24,169803.1
2025-01-14 07:00:00+00:00,1736838000000,186.24,186.33,185.27,185.51,112535.9
2025-01-14 08:00:00+00:00,1736841600000,185.51,187.45,185.5,186.78,215073.6
2025-01-14 09:00:00+00:00,1736845200000,186.78,190.01,186.38,189.37,464865.0
2025-01-14 10:00:00+00:00,1736848800000,189.37,189.39,187.45,187.68,329120.0
2025-01-14 11:00:00+00:00,1736852400000,187.68,188.08,186.61,186.99,158490.7
2025-01-14 12:00:00+00:00,1736856000000,186.99,187.22,185.64,186.0,311927.6
2025-01-14 13:00:00+00:00,1736859600000,186.0,188.79,185.53,187.98,613850.6
2025-01-14 14:00:00+00:00,1736863200000,187.98,190.05,186.85,187.13,531890.2
2025-01-14 15:00:00+00:00,1736866800000,187.13,188.57,186.71,186.77,272942.3
2025-01-14 16:00:00+00:00,1736870400000,186.77,187.27,185.65,186.42,325270.1
2025-01-14 17:00:00+00:00,1736874000000,186.42,187.85,185.89,186.58,187566.1
2025-01-14 18:00:00+00:00,1736877600000,186.58,187.22,185.92,186.58,215597.5
2025-01-14 19:00:00+00:00,1736881200000,186.58,187.55,186.09,187.04,118624.7
2025-01-14 20:00:00+00:00,1736884800000,187.04,187.23,185.7,187.1,195896.7
